City,Market,Role,Shift Date,Year,Month,Day,is_holiday,holiday_eve_1,holiday_eve_2,post_holiday_1,post_holiday_2,WeekOfDay_0,WeekOfDay_1,WeekOfDay_2,WeekOfDay_3,WeekOfDay_4,WeekOfDay_5,WeekOfDay_6,Off Hours,available Hours,break Hours,coaching Hours,fb_training Hours,meal Hours,non-fb-training Hours,onboarding Hours,team_meeting Hours,wellness_support Hours,ActiveCount,NHires,NFires,annual_leave_value,toil_leave_value,Required FTE,Prod Max Billable Hrs,Excess FTE
SG,MONGOLIAN,Content Reviewer,2023-06-30,2023,6,30,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0.0,17.12,1.4852777777777777,0.2519444444444444,2.2525,2.963611111111111,0.0,0.0,2.2491666666666665,0.7491666666666666,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-01,2023,7,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-02,2023,7,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-03,2023,7,3,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,31.72222222222222,1.9702777777777778,0.6491666666666667,0.0,4.006111111111111,0.0,0.0,1.0219444444444443,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-04,2023,7,4,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,29.829444444444444,2.0188888888888887,0.6358333333333334,1.0016666666666667,3.9594444444444443,0.0,0.0,1.0355555555555556,1.583611111111111,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-05,2023,7,5,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,30.175,2.035,0.40194444444444444,0.9277777777777778,3.9347222222222222,0.0,0.0,0.9544444444444444,1.158611111111111,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-06,2023,7,6,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,27.656944444444445,1.9805555555555556,0.5372222222222223,3.531944444444444,3.9219444444444442,0.0,0.0,1.1297222222222223,0.75,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-07,2023,7,7,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,28.573333333333334,1.945,0.21666666666666667,0.0,3.968611111111111,0.0,0.0,1.0244444444444443,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-08,2023,7,8,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-09,2023,7,9,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-10,2023,7,10,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,30.751944444444444,1.9858333333333333,0.49861111111111106,0.553611111111111,3.9855555555555555,0.0,0.0,0.9772222222222222,0.7530555555555556,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-11,2023,7,11,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,30.57027777777778,1.9477777777777778,0.5258333333333334,0.9905555555555555,3.9402777777777778,0.0,0.0,1.0158333333333334,0.675,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-12,2023,7,12,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,31.675277777777776,1.9008333333333334,0.11611111111111111,0.9586111111111111,3.9566666666666666,0.0,0.0,0.7305555555555555,0.7483333333333333,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-13,2023,7,13,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,31.583055555555557,1.8744444444444444,0.3211111111111111,0.49916666666666665,3.926388888888889,0.0,0.0,0.9022222222222223,0.7247222222222223,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-14,2023,7,14,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,25.406111111111112,1.84,0.8772222222222221,3.0277777777777777,3.9408333333333334,0.0,0.0,0.9413888888888888,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-15,2023,7,15,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-16,2023,7,16,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-17,2023,7,17,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,32.48444444444444,1.9833333333333334,0.0,0.0,3.897777777777778,0.0,0.0,0.9641666666666667,0.7311111111111112,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-18,2023,7,18,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,32.369166666666665,2.0108333333333333,0.0,0.0,3.915,0.0,0.0,1.0075,0.7477777777777778,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-19,2023,7,19,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,32.74861111111111,2.0183333333333335,0.365,0.0,3.991111111111111,0.0,0.0,0.9502777777777778,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-20,2023,7,20,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,31.35527777777778,1.9705555555555554,0.3111111111111111,0.0,3.9455555555555555,0.0,0.0,1.0069444444444444,1.5030555555555556,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-21,2023,7,21,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,18.252222222222223,1.4861111111111112,0.0,2.27,2.9955555555555557,1.0258333333333334,0.0,0.7686111111111111,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-22,2023,7,22,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-23,2023,7,23,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-24,2023,7,24,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,23.051111111111112,1.4322222222222223,0.0,0.5163888888888888,2.9908333333333332,0.0,0.0,0.7491666666666666,0.75,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-25,2023,7,25,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,24.249444444444446,1.2925,0.0,0.0,2.9958333333333336,0.0,0.0,0.7705555555555555,0.7466666666666667,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-26,2023,7,26,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,24.040277777777778,1.2255555555555555,0.035833333333333335,0.24694444444444444,2.986111111111111,0.0,0.0,0.7666666666666666,0.7463888888888889,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-27,2023,7,27,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,20.00611111111111,1.4180555555555556,0.5169444444444444,0.0,2.9672222222222224,0.0,0.0,5.033333333333333,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-28,2023,7,28,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,19.45638888888889,1.2205555555555556,0.33111111111111113,2.4747222222222223,2.9927777777777775,0.0,0.0,0.5052777777777777,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-29,2023,7,29,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-30,2023,7,30,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-07-31,2023,7,31,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,24.5625,1.4819444444444445,7.8788888888888895,1.0,4.091111111111111,0.0,0.0,0.9958333333333333,0.0,5,1,0,0.0,0.0,2.0,328.0,3.0
SG,MONGOLIAN,Content Reviewer,2023-08-01,2023,8,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,24.456666666666667,1.4919444444444445,0.0,0.0,2.966388888888889,0.0,0.0,0.7555555555555555,0.0,4,0,1,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-02,2023,8,2,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,22.670555555555556,1.4480555555555557,0.17555555555555555,1.996111111111111,2.993611111111111,0.0,0.0,0.763611111111111,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-03,2023,8,3,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,23.631944444444443,1.448611111111111,0.33361111111111114,0.0,2.9099999999999997,0.0,0.0,0.7255555555555555,0.7147222222222223,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-04,2023,8,4,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,17.250555555555554,1.133888888888889,0.0,2.254722222222222,2.979722222222222,0.9983333333333333,0.0,0.7313888888888889,4.249722222222222,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-05,2023,8,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-06,2023,8,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-07,2023,8,7,0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0.0,21.0,1.5205555555555557,0.3438888888888889,2.462222222222222,2.9955555555555553,0.0,0.0,0.7533333333333333,0.7483333333333333,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-08,2023,8,8,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,16.040277777777778,0.971111111111111,0.0,0.0,1.9566666666666666,0.4922222222222222,0.0,0.47361111111111115,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-09,2023,8,9,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,22.933333333333334,1.2344444444444445,0.32611111111111113,1.2555555555555555,2.9383333333333335,0.5088888888888888,0.0,0.7547222222222223,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-10,2023,8,10,0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0.0,23.69388888888889,1.4761111111111112,0.23,0.0,2.971388888888889,0.5005555555555555,0.0,0.25222222222222224,0.6758333333333333,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-11,2023,8,11,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0.0,10.238333333333333,0.9488888888888889,0.0038888888888888888,1.4802777777777778,1.9924999999999997,0.9525,0.0,0.9883333333333333,0.7383333333333333,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-12,2023,8,12,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-13,2023,8,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-14,2023,8,14,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,22.72972222222222,1.4616666666666667,0.2997222222222222,0.0,3.053888888888889,0.0,0.0,0.7658333333333334,1.5747222222222224,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-15,2023,8,15,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,24.025,1.4869444444444444,0.4052777777777778,0.0,2.946111111111111,0.0,0.0,0.7169444444444445,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-16,2023,8,16,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,16.363055555555555,1.095,0.19527777777777777,0.0,1.9077777777777778,0.0,0.0,0.4836111111111111,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-17,2023,8,17,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,23.614166666666666,1.4805555555555556,0.20416666666666666,0.0,2.979166666666667,0.0,0.0,0.7330555555555556,0.7516666666666667,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-18,2023,8,18,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,12.782777777777778,1.017777777777778,0.3488888888888889,1.45,2.0058333333333334,0.0,0.0,0.5291666666666667,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-19,2023,8,19,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-20,2023,8,20,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-21,2023,8,21,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,17.54,1.0238888888888888,5.878333333333334,0.44138888888888883,2.975,0.0,0.0,0.5275000000000001,1.5030555555555556,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-22,2023,8,22,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,24.52166666666667,1.5119444444444445,0.051111111111111114,0.0,2.9783333333333335,0.0,0.0,0.7283333333333333,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-23,2023,8,23,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,22.258333333333333,1.461111111111111,0.0,0.995,2.977777777777778,0.0,0.0,2.292777777777778,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-24,2023,8,24,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,23.585555555555555,1.513611111111111,0.0,0.0,2.9961111111111114,0.0,0.0,0.7516666666666666,0.7438888888888889,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-25,2023,8,25,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,18.442777777777778,1.325,0.2025,2.1927777777777777,3.0694444444444446,0.0,0.0,0.7661111111111111,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-26,2023,8,26,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-27,2023,8,27,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-28,2023,8,28,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,23.17111111111111,1.481388888888889,0.0,0.0,2.963611111111111,0.0,0.0,0.7419444444444444,1.5,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-29,2023,8,29,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,16.0825,0.9761111111111112,0.14972222222222223,0.0,2.0144444444444445,0.0,0.0,0.508888888888889,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-30,2023,8,30,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0.0,21.6925,1.5433333333333332,0.4111111111111111,0.0,2.9905555555555554,0.0,0.0,3.0044444444444443,0.0,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-08-31,2023,8,31,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,23.82138888888889,1.4777777777777779,0.0,0.0,2.9233333333333333,0.0,0.0,0.7666666666666666,0.7502777777777778,4,0,0,0.0,0.0,2.0,328.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-01,2023,9,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,19.959722222222222,1.205,0.0,2.2444444444444445,2.972777777777778,0.0,0.0,0.7388888888888888,0.0,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-02,2023,9,2,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-03,2023,9,3,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-04,2023,9,4,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,29.460555555555555,2.005,0.6125,1.4519444444444445,3.965,0.0,0.0,0.9569444444444445,1.466388888888889,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-05,2023,9,5,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,24.531944444444445,1.4966666666666666,0.25027777777777777,0.0,3.002222222222222,0.0,0.0,0.7852777777777777,0.0,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-06,2023,9,6,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,31.103055555555557,1.7297222222222222,0.36027777777777775,1.51,3.9391666666666665,0.0,0.0,0.9,0.0,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-07,2023,9,7,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,33.12444444444444,1.921388888888889,0.17694444444444443,0.0,3.9450000000000003,0.0,0.0,0.9427777777777777,0.0,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,Content Reviewer,2023-09-08,2023,9,8,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,23.918333333333333,1.9825,0.5730555555555555,3.01,3.8975,0.0,0.0,0.9819444444444444,1.4769444444444444,4,0,0,0.0,0.0,2.0,410.0,2.0
SG,MONGOLIAN,QA,2022-02-13,2022,2,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,3.612777777777778,0.0,5.0408333333333335,0.26361111111111113,0.9033333333333333,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-14,2022,2,14,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.5161111111111111,0.0,8.623333333333333,0.0,1.0222222222222221,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-15,2022,2,15,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,1.9891666666666667,0.0,5.338888888888889,0.47694444444444445,1.0486111111111112,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-16,2022,2,16,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.20472222222222222,0.0,9.11,0.0,1.0183333333333333,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-17,2022,2,17,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.013333333333333334,0.0,7.743333333333333,0.0,0.9872222222222222,0.0,0.0,0.0,0.5313888888888888,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-18,2022,2,18,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-19,2022,2,19,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-20,2022,2,20,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.07222222222222222,0.0,8.863611111111112,0.05388888888888889,0.9758333333333333,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-21,2022,2,21,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.044722222222222226,0.0,8.725,0.0,0.9725,0.0,0.0,0.36694444444444446,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-22,2022,2,22,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0011111111111111111,0.0,8.219722222222222,0.8377777777777777,1.0138888888888888,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-23,2022,2,23,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,8.977222222222222,0.25833333333333336,1.0425,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-24,2022,2,24,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.24416666666666667,0.0,7.592777777777778,0.0,0.9925,0.0,0.0,0.0,0.08916666666666667,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-25,2022,2,25,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-26,2022,2,26,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-27,2022,2,27,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.050833333333333335,0.0,9.53638888888889,0.0,0.9552777777777778,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-02-28,2022,2,28,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,9.100277777777778,0.0,0.5686111111111111,0.0,0.0,0.0,0.4913888888888889,1,0,0,0.0,0.0,1.0,164.0,0.0
SG,MONGOLIAN,QA,2022-03-01,2022,3,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.02277777777777778,0.0,9.100277777777777,0.0,1.215,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,205.0,0.0
SG,MONGOLIAN,QA,2022-03-02,2022,3,2,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.14444444444444443,0.0,7.526944444444445,0.0,1.066111111111111,0.0,0.0,0.9286111111111112,0.0,1,0,0,0.0,0.0,1.0,205.0,0.0
SG,MONGOLIAN,QA,2022-03-03,2022,3,3,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.24583333333333335,0.0,7.493333333333333,0.0,1.2952777777777778,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,205.0,0.0
SG,MONGOLIAN,QA,2022-03-04,2022,3,4,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,205.0,0.0
SG,MONGOLIAN,QA,2022-03-05,2022,3,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,205.0,0.0
SG,MONGOLIAN,QA,2022-03-06,2022,3,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.185,0.24333333333333335,7.836944444444444,0.0,0.7386111111111111,0.0,0.0,0.9197222222222222,0.0,1,0,0,0.0,0.0,1.0,205.0,0.0
